Type,Paper ID,Oral / Poster,Track Theme,Title,Authors Names,Presenter first name,Presenter last name,Session,Sub-session,Session Time
Main,135,Poster,NLP Applications,RULE: Reliable Multimodal RAG for Factuality in Medical Vision Language Models,"Peng Xia(~Peng_Xia1),Kangyu Zhu(~Kangyu_Zhu1),Haoran Li(~Haoran_Li16),Hongtu Zhu(~Hongtu_Zhu3),Yun Li(~Yun_Li7),Gang Li(~Gang_Li10),Linjun Zhang(~Linjun_Zhang1),Huaxiu Yao(~Huaxiu_Yao1)",Peng,Xia,Session 12,NLP Applications 5,Nov 14 (Thu) 14:00-15:30
Main,136,Poster,NLP Applications,A Reflective LLM-based Agent to Guide Zero-shot Cryptocurrency Trading,"Yuan Li(~Yuan_Li12),Bingqiao Luo(~Bingqiao_Luo1),Qian Wang(~Qian_Wang25),Nuo Chen(~Nuo_Chen4),Xu Liu(~Xu_Liu9),Bingsheng He(~Bingsheng_He1)",Yuan,Li,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,137,Poster,Language Modeling,A Survey on In-context Learning,"Qingxiu Dong(~Qingxiu_Dong1),Lei Li(~Lei_Li14),Damai Dai(~Damai_Dai1),Ce Zheng(~Ce_Zheng2),Jingyuan Ma(~Jingyuan_Ma2),Rui Li(~Rui_Li36),Heming Xia(~Heming_Xia1),Jingjing Xu(~Jingjing_Xu1),Zhiyong Wu(~Zhiyong_Wu3),Baobao Chang(~Baobao_Chang1),Xu Sun(~Xu_Sun1),Lei Li(~Lei_Li11),Zhifang Sui(~Zhifang_Sui1)",Qingxiu ,Dong,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,138,VPoster,NLP Applications,DocHieNet: A Large and Diverse Dataset for Document Hierarchy Parsing,"Hangdi Xing(~Hangdi_Xing1),Changxu Cheng(~Changxu_Cheng1),Feiyu Gao(~Feiyu_Gao1),Zirui Shao(~Zirui_Shao1),Zhi Yu(~Zhi_Yu1),Jiajun Bu(~Jiajun_Bu1),Qi Zheng(~Qi_Zheng2),Cong Yao(~Cong_Yao1)",Hangdi,Xing,VPoster,,
Main,140,VPoster,Language Modeling,AMR-Evol: Adaptive Modular Response Evolution Elicits Better Knowledge Distillation for Large Language Models in Code Generation,"Ziyang Luo(~Ziyang_Luo2),Xin Li(~Xin_Li40),Hongzhan Lin(~Hongzhan_Lin1),Jing Ma(~Jing_Ma4),Lidong Bing(~Lidong_Bing2)",Ziyang,Luo,VPoster,,
Main,142,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",EFUF: Efficient Fine-Grained Unlearning Framework for Mitigating Hallucinations in Multimodal Large Language Models,"Shangyu Xing(~Shangyu_Xing1),Fei Zhao(~Fei_Zhao5),Zhen Wu(~Zhen_Wu2),Tuo An(~Tuo_An1),Weihao Chen(~Weihao_Chen1),Chunhui Li(~Chunhui_Li2),Jianbing Zhang(~Jianbing_Zhang1),Xinyu Dai(~Xinyu_Dai1)",Shangyu,Xing,Session 09,"Multimodality and Language Grounding to Vision, Robotics and Beyond 4",Nov 13 (Wed) 16:00-17:30
Main,143,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",Rethinking Pruning Large Language Models: Benefits and Pitfalls of Reconstruction Error Minimization,"Sungbin Shin(~Sungbin_Shin1),Wonpyo Park(~Wonpyo_Park1),Jaeho Lee(~Jaeho_Lee3),Namhoon Lee(~Namhoon_Lee1)",Namhoon,Lee,Session 04,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 2",Nov 12 (Tue) 16:00-17:30
Main,144,VPoster,Machine Translation,LLMs Are Zero-Shot Context-Aware Simultaneous Translators,"Roman Koshkin(~Roman_Koshkin1),Katsuhito Sudoh(~Katsuhito_Sudoh2),Satoshi Nakamura(~Satoshi_Nakamura2)",Roman,Koshkin,VPoster,,
Main,145,Oral,"Ethics, Bias, and Fairness",AgentReview: Exploring Peer Review Dynamics with LLM Agents,"Yiqiao Jin(~Yiqiao_Jin1),Qinlin Zhao(~Qinlin_Zhao1),Yiyang Wang(~Yiyang_Wang3),Hao Chen(~Hao_Chen15),Kaijie Zhu(~Kaijie_Zhu1),Yijia Xiao(~Yijia_Xiao1),Jindong Wang(~Jindong_Wang4)",Yiqiao,Jin,Session 04,"Ethics, Bias, and Fairness 2",Nov 12 (Tue) 16:00-17:30
Main,146,Poster,Information Retrieval and Text Mining,ChatRetriever: Adapting Large Language Models for Generalized and Robust Conversational Dense Retrieval,"Kelong Mao(~Kelong_Mao1),Chenlong Deng(~Chenlong_Deng1),Haonan Chen(~Haonan_Chen5),Fengran Mo(~Fengran_Mo1),Zheng Liu(~Zheng_Liu4),Tetsuya Sakai(~Tetsuya_Sakai1),Zhicheng Dou(~Zhicheng_Dou1)",Kelong,Mao,Session 02,Information Retrieval and Text Mining 1,Nov 12 (Tue) 11:00-12:30
Main,147,Poster,Resources and Evaluation,Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments,"Han Zhou(~Han_Zhou4),Xingchen Wan(~Xingchen_Wan1),Yinhong Liu(~Yinhong_Liu1),Nigel Collier(~Nigel_Collier1),Ivan Vulić(~Ivan_Vulić1),Anna Korhonen(~Anna_Korhonen1)",TBA,TBA,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
Main,149,Poster,Information Retrieval and Text Mining,Learning Interpretable Legal Case Retrieval via Knowledge-Guided Case Reformulation,"Chenlong Deng(~Chenlong_Deng1),Kelong Mao(~Kelong_Mao1),Zhicheng Dou(~Zhicheng_Dou1)",Kelong,Mao,Session 02,Information Retrieval and Text Mining 1,Nov 12 (Tue) 11:00-12:30
Main,151,VPoster,Low-resource Methods for NLP,Effective Demonstration Annotation for In-Context Learning via Language Model-Based Determinantal Point Process,"Peng Wang(~Peng_Wang28),Xiaobin Wang(~Xiaobin_Wang1),Chao Lou(~Chao_Lou1),Shengyu Mao(~Shengyu_Mao1),Pengjun Xie(~Pengjun_Xie2),Yong Jiang(~Yong_Jiang1)",Peng,Wang,VPoster,,
Main,157,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Pre-trained Language Models Do Not Help Auto-regressive Text-to-Image Generation,"Yuhui Zhang(~Yuhui_Zhang3),Brandon McKinzie(~Brandon_McKinzie1),Zhe Gan(~Zhe_Gan1),Vaishaal Shankar(~Vaishaal_Shankar1),Alexander T Toshev(~Alexander_T_Toshev1)",Yuhui,Zhang,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,158,Poster,Discourse and Pragmatics,QUDSELECT: Selective Decoding for Questions Under Discussion Parsing,"Ashima Suvarna(~Ashima_Suvarna1),Xiao Liu(~Xiao_Liu19),Tanmay Parekh(~Tanmay_Parekh2),Kai-Wei Chang(~Kai-Wei_Chang1),Nanyun Peng(~Nanyun_Peng1)",Ashima,Suvarna,Session 03,Discourse + Phonology + Syntax 1,Nov 12 (Tue) 14:00-15:30
Main,159,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Mitigating Language Bias of LMMs in Social Intelligence Understanding with Virtual Counterfactual Calibration,"Peng Chen(~Peng_Chen26),Xiao-Yu Guo(~Xiao-Yu_Guo1),Yuan-Fang Li(~Yuan-Fang_Li1),Xiaowang Zhang(~Xiaowang_Zhang2),Zhiyong Feng(~Zhiyong_Feng1)",Peng,Chen,VPoster,,
Main,160,Oral,Low-resource Methods for NLP,Model Balancing Helps Low-data Training and Fine-tuning,"Zihang Liu(~Zihang_Liu4),Yuanzhe Hu(~Yuanzhe_Hu1),Tianyu Pang(~Tianyu_Pang2),Yefan Zhou(~Yefan_Zhou1),Pu Ren(~Pu_Ren1),Yaoqing Yang(~Yaoqing_Yang1)",Zihang,Liu,Session 02,Low-resource Methods for NLP 1,Nov 12 (Tue) 11:00-12:30
Main,162,Poster,Language Modeling,Reuse Your Rewards: Reward Model Transfer for Zero-Shot Cross-Lingual Alignment,"Zhaofeng Wu(~Zhaofeng_Wu1),Ananth Balashankar(~Ananth_Balashankar1),Yoon Kim(~Yoon_Kim1),Jacob Eisenstein(~Jacob_Eisenstein1),Ahmad Beirami(~Ahmad_Beirami1)",Zhaofeng,Wu,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,163,Poster,Information Retrieval and Text Mining,Large Language Models as Foundations for Next-Gen Dense Retrieval: A Comprehensive Empirical Assessment,"Kun Luo(~Kun_Luo2),Minghao Qin(~Minghao_Qin1),Zheng Liu(~Zheng_Liu4),Shitao Xiao(~Shitao_Xiao1),Jun Zhao(~Jun_Zhao4),Kang Liu(~Kang_Liu1)",TBA,TBA,Session 02,Information Retrieval and Text Mining 1,Nov 12 (Tue) 11:00-12:30
Main,164,Poster,NLP Applications,A New Pipeline for Knowledge Graph Reasoning Enhanced by Large Language Models Without Fine-Tuning,"Zhongwu Chen(~Zhongwu_Chen1),Long Bai(~Long_Bai1),Zixuan Li(~Zixuan_Li1),Zhen Huang(~Zhen_Huang3),Xiaolong Jin(~Xiaolong_Jin1),Yong Dou(~Yong_Dou1)",Zhongwu,Chen,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,165,VPoster,Language Modeling,Towards Tool Use Alignment of Large Language Models,"Zhi-Yuan Chen(~Zhi-Yuan_Chen1),Shiqi Shen(~Shiqi_Shen1),Guangyao Shen(~Guangyao_Shen1),Gong Zhi(~Gong_Zhi1),Xu Chen(~Xu_Chen13),Yankai Lin(~Yankai_Lin1)",Zhi-Yuan,Chen,VPoster,,
Main,167,Poster,Language Modeling,"DecorateLM: Data Engineering through Corpus Rating, Tagging, and Editing with Language Models","Ranchi Zhao(~Ranchi_Zhao1),Zhen Leng Thai(~Zhen_Leng_Thai1),Yifan Zhang(~Yifan_Zhang41),Shengding Hu(~Shengding_Hu2),Jie Zhou(~Jie_Zhou10),Yunqi Ba(~Yunqi_Ba1),Jie Cai(~Jie_Cai2),Zhiyuan Liu(~Zhiyuan_Liu1),Maosong Sun(~Maosong_Sun1)",Zhen Leng,Thai,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,169,Oral,Machine Learning for NLP,Lookback Lens: Detecting and Mitigating Contextual Hallucinations in Large Language Models Using Only Attention Maps,"Yung-Sung Chuang(~Yung-Sung_Chuang1),Linlu Qiu(~Linlu_Qiu1),Cheng-Yu Hsieh(~Cheng-Yu_Hsieh1),Ranjay Krishna(~Ranjay_Krishna1),Yoon Kim(~Yoon_Kim1),James R. Glass(~James_R._Glass1)",Yung-Sung,Chuang,Session 09,Machine Learning for NLP 2,Nov 13 (Wed) 16:00-17:30
Main,171,Poster,Machine Learning for NLP,Controllable Preference Optimization: Toward Controllable Multi-Objective Alignment,"Yiju Guo(~Yiju_Guo1),Ganqu Cui(~Ganqu_Cui1),Lifan Yuan(~Lifan_Yuan1),Ning Ding(~Ning_Ding5),Zexu Sun(~Zexu_Sun1),Bowen Sun(~Bowen_Sun2),Huimin Chen(~Huimin_Chen3),Ruobing Xie(~Ruobing_Xie2),Jie Zhou(~Jie_Zhou8),Yankai Lin(~Yankai_Lin1),Zhiyuan Liu(~Zhiyuan_Liu1),Maosong Sun(~Maosong_Sun1)",Yiju,Guo,Session 03,Machine Learning for NLP 1,Nov 12 (Tue) 14:00-15:30
Main,173,Oral,Dialogue and Interactive Systems,Mitigating Matthew Effect: Multi-Hypergraph Boosted Multi-Interest Self-Supervised Learning for Conversational Recommendation,"Yongsen Zheng(~Yongsen_Zheng1),Ruilin Xu(~Ruilin_Xu3),Guohua Wang(~Guohua_Wang2),Liang Lin(~Liang_Lin1)",Yongsen ,Zheng,Session 03,Dialogue and Interactive Systems 1,Nov 12 (Tue) 14:00-15:30
Main,174,VPoster,Information Extraction,Advancing Event Causality Identification via Heuristic Semantic Dependency Inquiry Network,"Haoran Li(~Haoran_Li16),Qiang Gao(~Qiang_Gao1),Hongmei Wu(~Hongmei_Wu1),Li Huang(~Li_Huang7)",Haoran,Li,VPoster,,
Main,175,VPoster,Question Answering,"Exploring Union and Intersection of Visual Regions for Generating Questions, Answers, and Distractors","Wenjian Ding(~Wenjian_Ding2),YAO ZHANG(~YAO_ZHANG5),Jun Wang(~Jun_Wang25),Adam Jatowt(~Adam_Jatowt2),Zhenglu Yang(~Zhenglu_Yang2)",Wenjian,Ding,VPoster,,
Main,177,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",UniFashion: A Unified Vision-Language Model for Multimodal Fashion Retrieval and Generation,"Xiangyu Zhao(~Xiangyu_Zhao6),Yuehan Zhang(~Yuehan_Zhang2),zhangwenlong(~zhangwenlong1),Xiao-Ming Wu(~Xiao-Ming_Wu1)",TBA,TBA,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,179,Poster,Computational Social Science and Cultural Analytics,Tracking the perspectives of interacting language models,"Hayden Helm(~Hayden_Helm1),Brandon Duderstadt(~Brandon_Duderstadt1),Youngser Park(~Youngser_Park1),Carey Priebe(~Carey_Priebe1)",Brandon,Duderstadt,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
Main,181,Poster,Question Answering,MAR: Matching-Augmented Reasoning for Enhancing Visual-based Entity Question Answering,"Zhengxuan Zhang(~Zhengxuan_Zhang2),Yin WU(~Yin_WU2),Yuyu Luo(~Yuyu_Luo1),Nan Tang(~Nan_Tang3)",Zhengxuan,Zhang,Session 09,Question Answering 3,Nov 13 (Wed) 16:00-17:30
Main,182,Poster,Resources and Evaluation,Can Large Language Models Always Solve Easy Problems if They Can Solve Harder Ones?,"Zhe Yang(~Zhe_Yang4),Yichang Zhang(~Yichang_Zhang1),Tianyu Liu(~Tianyu_Liu3),Jian Yang(~Jian_Yang10),Junyang Lin(~Junyang_Lin1),Chang Zhou(~Chang_Zhou2),Zhifang Sui(~Zhifang_Sui1)",Zhe,Yang,Session 04,Resources and Evaluation 2,Nov 12 (Tue) 16:00-17:30
Main,184,Poster,NLP Applications,Watch Every Step! LLM Agent Learning via Iterative Step-level Process Refinement,"Weimin Xiong(~Weimin_Xiong1),Yifan Song(~Yifan_Song2),Xiutian Zhao(~Xiutian_Zhao1),Wenhao Wu(~Wenhao_Wu7),Xun Wang(~Xun_Wang5),Ke Wang(~Ke_Wang2),Cheng LI(~Cheng_LI12),Wei Peng(~Wei_Peng6),Sujian Li(~Sujian_Li1)",Yifan,Song,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,186,Oral,NLP Applications,Standardize: Aligning Language Models with Expert-Defined Standards for Content Generation,"Joseph Marvin Imperial(~Joseph_Marvin_Imperial1),Gail Forey(~Gail_Forey1),Harish Tayyar Madabushi(~Harish_Tayyar_Madabushi1)",Joseph Marvin,Imperial,Session 11,NLP Applications 4,Nov 14 (Thu) 10:30-12:00
Main,187,VPoster,Information Extraction,Cross-domain NER with Generated Task-Oriented Knowledge: An Empirical Study from Information Density Perspective,"Zhihao Zhang(~Zhihao_Zhang11),Sophia Yat Mei Lee(~Sophia_Yat_Mei_Lee1),Junshuang Wu(~Junshuang_Wu1),Dong Zhang(~Dong_Zhang6),Shoushan Li(~Shoushan_Li2),Erik Cambria(~Erik_Cambria1),Guodong Zhou(~Guodong_Zhou1)",Zhihao,Zhang,VPoster,,
Main,189,Poster,NLP Applications,"""Glue pizza and eat rocks"" - Exploiting Vulnerabilities in Retrieval-Augmented Generative Models","Zhen Tan(~Zhen_Tan2),Chengshuai Zhao(~Chengshuai_Zhao2),Raha Moraffah(~Raha_Moraffah1),Yifan Li(~Yifan_Li1),Song Wang(~Song_Wang6),Jundong Li(~Jundong_Li2),Tianlong Chen(~Tianlong_Chen1),huan liu(~huan_liu1)",Zhen,Tan,Session 06,NLP Applications 2,Nov 13 (Wed) 10:30-12:00
Main,190,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Predicate Debiasing in Vision-Language Models Integration for Scene Graph Generation Enhancement,"Yuxuan Wang(~Yuxuan_Wang8),Xiaoyuan Liu(~Xiaoyuan_Liu4)",Yuxuan,Wang,VPoster,,
Main,191,Poster,"Ethics, Bias, and Fairness",SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,"Xiaoze Liu(~Xiaoze_Liu1),Ting Sun(~Ting_Sun2),Tianyang Xu(~Tianyang_Xu3),Feijie Wu(~Feijie_Wu1),Cunxiang Wang(~Cunxiang_Wang1),Xiaoqian Wang(~Xiaoqian_Wang1),Jing Gao(~Jing_Gao1)",Xiaoze,Liu,Session 03,"Ethics, Bias, and Fairness 1",Nov 12 (Tue) 14:00-15:30
Main,192,Oral,"Multimodality and Language Grounding to Vision, Robotics and Beyond",MatchTime: Towards Automatic Soccer Game Commentary Generation,"Jiayuan Rao(~Jiayuan_Rao1),Haoning Wu(~Haoning_Wu2),Chang Liu(~Chang_Liu32),Yanfeng Wang(~Yanfeng_Wang1),Weidi Xie(~Weidi_Xie3)",Jiayuan,Rao,Session 04,"Multimodality and Language Grounding to Vision, Robotics and Beyond 2",Nov 12 (Tue) 16:00-17:30
Main,194,Poster,Low-resource Methods for NLP,Rethinking Token Reduction for State Space Models,"Zheng Zhan(~Zheng_Zhan3),Yushu Wu(~Yushu_Wu1),Zhenglun Kong(~Zhenglun_Kong1),Changdi Yang(~Changdi_Yang1),Yifan Gong(~Yifan_Gong2),Xuan Shen(~Xuan_Shen1),Xue Lin(~Xue_Lin1),Pu Zhao(~Pu_Zhao1),Yanzhi Wang(~Yanzhi_Wang2)",Yushu,Wu,Session 06,Low-resource Methods for NLP 2,Nov 13 (Wed) 10:30-12:00
Main,196,VPoster,Question Answering,Triad: A Framework Leveraging a Multi-Role LLM-based Agent to Solve Knowledge Base Question Answering,"Chang Zong(~Chang_Zong1),Yuchen Yan(~Yuchen_Yan4),Weiming Lu(~Weiming_Lu1),Jian Shao(~Jian_Shao1),Yongfeng Huang(~Yongfeng_Huang2),Heng Chang(~Heng_Chang2),Yueting Zhuang(~Yueting_Zhuang1)",Chang,Zong,VPoster,,
Main,197,Poster,Low-resource Methods for NLP,MetaGPT: Merging Large Language Models Using Model Exclusive Task Arithmetic,"Yuyan Zhou(~Yuyan_Zhou2),Liang Song(~Liang_Song1),Bingning Wang(~Bingning_Wang3),weipeng chen(~weipeng_chen2)",TBA,TBA,Session 06,Low-resource Methods for NLP 2,Nov 13 (Wed) 10:30-12:00
Main,198,Poster,Information Extraction,Event Causality Identification with Synthetic Control,"Haoyu Wang(~Haoyu_Wang2),Fengze Liu(~Fengze_Liu2),Jiayao Zhang(~Jiayao_Zhang3),Dan Roth(~Dan_Roth3),Kyle Richardson(~Kyle_Richardson1)",TBA,TBA,Session 12,Information Extraction 2,Nov 14 (Thu) 14:00-15:30
Main,199,Poster,NLP Applications,Retrieved Sequence Augmentation for Protein Representation Learning,"Chang Ma(~Chang_Ma2),Haiteng Zhao(~Haiteng_Zhao1),Lin Zheng(~Lin_Zheng1),Jiayi Xin(~Jiayi_Xin1),Qintong Li(~Qintong_Li1),Lijun Wu(~Lijun_Wu1),Zhihong Deng(~Zhihong_Deng1),Yang Young Lu(~Yang_Young_Lu1),Qi Liu(~Qi_Liu5),Sheng Wang(~Sheng_Wang7),Lingpeng Kong(~Lingpeng_Kong1)",Chang,Ma,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,200,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",HELPD: Mitigating Hallucination of LVLMs by Hierarchical Feedback Learning with Vision-enhanced Penalty Decoding,"Fan Yuan(~Fan_Yuan2),Chi Qin(~Chi_Qin1),Xiaogang Xu(~Xiaogang_Xu2),Piji Li(~Piji_Li1)",Fan,Yuan,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,202,Oral,"Multimodality and Language Grounding to Vision, Robotics and Beyond",TopViewRS: Vision-Language Models as Top-View Spatial Reasoners,"Chengzu Li(~Chengzu_Li1),Caiqi Zhang(~Caiqi_Zhang2),Han Zhou(~Han_Zhou4),Nigel Collier(~Nigel_Collier1),Anna Korhonen(~Anna_Korhonen1),Ivan Vulić(~Ivan_Vulić1)",Chengzu,Li,Session 06,"Multimodality and Language Grounding to Vision, Robotics and Beyond 3",Nov 13 (Wed) 10:30-12:00
Main,203,Poster,Interpretability and Analysis of Models for NLP,DA$^3$: A Distribution-Aware Adversarial Attack against Language Models,"Yibo Wang(~Yibo_Wang6),Xiangjue Dong(~Xiangjue_Dong1),James Caverlee(~James_Caverlee2),Philip S. Yu(~Philip_S._Yu1)",Yibo,Wang,Session 03,Interpretability and Analysis of Models for NLP 2,Nov 12 (Tue) 14:00-15:30
Main,205,VPoster,"Ethics, Bias, and Fairness",Evaluating Psychological Safety of Large Language Models,"Xingxuan Li(~Xingxuan_Li1),Yutong Li(~Yutong_Li6),Lin Qiu(~Lin_Qiu3),Shafiq Joty(~Shafiq_Joty1),Lidong Bing(~Lidong_Bing2)",Xingxuan,Li,VPoster,,
Main,206,Poster,Low-resource Methods for NLP,An Effective Deployment of Diffusion LM for Data Augmentation in Low-Resource Sentiment Classification,"Zhuowei Chen(~Zhuowei_Chen2),Lianxi Wang(~Lianxi_Wang1),Yuben Wu(~Yuben_Wu1),Xinfeng Liao(~Xinfeng_Liao1),Yujia Tian(~Yujia_Tian1),Junyang Zhong(~Junyang_Zhong1)",Zhuowei,Chen,Session 06,Low-resource Methods for NLP 2,Nov 13 (Wed) 10:30-12:00
Main,209,VPoster,Question Answering,Self-Bootstrapped Visual-Language Model for Knowledge Selection and Question Answering,"Dongze Hao(~Dongze_Hao2),Qunbo Wang(~Qunbo_Wang1),Longteng Guo(~Longteng_Guo1),Jie Jiang(~Jie_Jiang2),Jing Liu(~Jing_Liu1)",Dongze,Hao,VPoster,,
Main,210,Oral,Machine Translation,PsFuture: A Pseudo-Future-based Zero-Shot Adaptive Policy for Simultaneous Machine Translation,"Libo Zhao(~Libo_Zhao1),Jing Li(~Jing_Li18),Ziqian Zeng(~Ziqian_Zeng1)",Libo,Zhao,Session 02,Machine Translation 1,Nov 12 (Tue) 11:00-12:30
Main,212,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",TinyChart: Efficient Chart Understanding with Program-of-Thoughts Learning and Visual Token Merging,"Liang Zhang(~Liang_Zhang10),Anwen Hu(~Anwen_Hu1),Haiyang Xu(~Haiyang_Xu1),Ming Yan(~Ming_Yan2),Yichen Xu(~Yichen_Xu4),Qin Jin(~Qin_Jin1),Ji Zhang(~Ji_Zhang3),Fei Huang(~Fei_Huang2)",Qin,Jin,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,214,Poster,NLP Applications,Do We Need Language-Specific Fact-Checking Models? The Case of Chinese,"Caiqi Zhang(~Caiqi_Zhang2),Zhijiang Guo(~Zhijiang_Guo2),Andreas Vlachos(~Andreas_Vlachos1)",TBA,TBA,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,215,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Enhancing Advanced Visual Reasoning Ability of Large Language Models,"Zhiyuan Li(~Zhiyuan_Li7),Dongnan Liu(~Dongnan_Liu1),Chaoyi Zhang(~Chaoyi_Zhang2),Heng Wang(~Heng_Wang5),Tengfei Xue(~Tengfei_Xue1),Weidong Cai(~Weidong_Cai1)",Zhiyuan ,Li,VPoster,,
Main,217,VPoster,"Ethics, Bias, and Fairness",CMD: a framework for Context-aware Model self-Detoxification,"Zecheng Tang(~Zecheng_Tang1),Keyan Zhou(~Keyan_Zhou1),Juntao Li(~Juntao_Li2),Yuyang Ding(~Yuyang_Ding1),Pinzheng Wang(~Pinzheng_Wang1),Yan Bowen(~Yan_Bowen1),Renjie Hua(~Renjie_Hua1),Min Zhang(~Min_Zhang9)",Zecheng,Tang,VPoster,,
Main,219,VPoster,Interpretability and Analysis of Models for NLP,Embedding and Gradient Say Wrong: A White-Box Method for Hallucination Detection,"Xiaomeng Hu(~Xiaomeng_Hu4),Yiming Zhang(~Yiming_Zhang3),Ru Peng(~Ru_Peng1),Haozhe Zhang(~Haozhe_Zhang2),Chenwei Wu(~Chenwei_Wu1),Gang Chen(~Gang_Chen6),Junbo Zhao(~Junbo_Zhao1)",Xiaomeng,Hu,VPoster,,
Main,221,VPoster,Speech Processing and Spoken Language Understanding,TCSinger: Zero-Shot Singing Voice Synthesis with Style Transfer and Multi-Level Style Control,"Yu Zhang(~Yu_Zhang65),Ziyue Jiang(~Ziyue_Jiang1),Ruiqi Li(~Ruiqi_Li2),Changhao Pan(~Changhao_Pan1),Jinzheng He(~Jinzheng_He1),Rongjie Huang(~Rongjie_Huang1),Chuxin Wang(~Chuxin_Wang3),Zhou Zhao(~Zhou_Zhao3)",Yu,Zhang,VPoster,,
Main,222,Poster,Dialogue and Interactive Systems,Be Helpful but Don’t Talk too Much - Enhancing Helpfulness in Conversations through Relevance in Multi-Turn Emotional Support,"LI Junlin(~LI_Junlin1),Bo Peng(~Bo_Peng9),Yu-Yin Hsu(~Yu-Yin_Hsu1),Chu-Ren Huang(~Chu-Ren_Huang1)",Junlin,LI,Session 09,Dialogue and Interactive Systems 2,Nov 13 (Wed) 16:00-17:30
Main,223,Poster,NLP Applications,Aligning Language Models to Explicitly Handle Ambiguity,"Hyuhng Joon Kim(~Hyuhng_Joon_Kim1),Youna Kim(~Youna_Kim1),Cheonbok Park(~Cheonbok_Park1),Junyeob Kim(~Junyeob_Kim1),Choonghyun Park(~Choonghyun_Park1),Kang Min Yoo(~Kang_Min_Yoo2),Sang-goo Lee(~Sang-goo_Lee1),Taeuk Kim(~Taeuk_Kim1)",Hyuhng Joon,Kim,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,224,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Tag-grounded Visual Instruction Tuning with Retrieval Augmentation,"Daiqing Qi(~Daiqing_Qi2),Handong Zhao(~Handong_Zhao3),Zijun Wei(~Zijun_Wei2),Sheng Li(~Sheng_Li3)",TBA,TBA,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,227,Poster,Resources and Evaluation,GLaPE: Gold Label-agnostic Prompt Evaluation for Large Language Models,"Xuanchang Zhang(~Xuanchang_Zhang1),Zhuosheng Zhang(~Zhuosheng_Zhang1),hai zhao(~hai_zhao1)",Xuanchang,Zhang,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
Main,228,Oral,"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Decoding the Echoes of Vision from fMRI: Memory Disentangling for Past Semantic Information,"Runze Xia(~Runze_Xia1),Congchi Yin(~Congchi_Yin1),Piji Li(~Piji_Li1)",Runze,Xia,Session 04,"Linguistic Theories, Cognitive Modeling and Psycholinguistics 2",Nov 12 (Tue) 16:00-17:30
